metro	country	region	ismetro	location.code	gdpusc_2000	gdpusc_2001	gdpusc_2002	gdpusc_2003	gdpusc_2004	gdpusc_2005	gdpusc_2006	gdpusc_2007	gdpusc_2008	gdpusc_2009	gdpusc_2010	gdpusc_2011	gdpusc_2012	gdpusc_2013	gdpusc_2014	gdpusc_2015	gdpusc_2016	gdpusc_2017	gdpppp_2000	gdpppp_2001	gdpppp_2002	gdpppp_2003	gdpppp_2004	gdpppp_2005	gdpppp_2006	gdpppp_2007	gdpppp_2008	gdpppp_2009	gdpppp_2010	gdpppp_2011	gdpppp_2012	gdpppp_2013	gdpppp_2014	gdpppp_2015	gdpppp_2016	gdpppp_2017	poptot_2000	poptot_2001	poptot_2002	poptot_2003	poptot_2004	poptot_2005	poptot_2006	poptot_2007	poptot_2008	poptot_2009	poptot_2010	poptot_2011	poptot_2012	poptot_2013	poptot_2014	poptot_2015	poptot_2016	poptot_2017
Shizuoka	Japan	Advanced Asia-Pacific	1	JPM10	59243.77105	58829.27442	59855.82236	61127.79194	62686.5615	64981.56344	66602.69862	67695.2467	67490.60314	61343.00962	64272.94656	64886.4808	65438.32087	66686.00221	65526.28712	66697.35757	67435.89869	69163.39164	41246.06046	41925.70294	43316.56031	44915.13381	46919.8054	49499.64425	51940.67055	53892.27517	54112.0958	49880.94952	52634.44851	53732.22296	55128.48026	57257.31065	57458.93916	59170.9902	60506.01046	63041.23983	1438.746552	1441.329012	1442.893659	1444.702105	1445.596254	1447.647158	1448.213283	1447.812859	1446.638556	1443.519318	1436.167318	1433.150351	1429.944767	1427.15885	1421.692395	1415.551759	1410.094388	1404.421635
Silesian-Moravian	Poland	Eastern Europe and Central Asia	1	PLM02	48849.23706	49194.72773	50418.95467	51835.74382	53388.41644	54737.99617	59457.78912	63849.39673	66659.6711	65951.61743	68384.25834	71704.583	72074.81683	71532.22013	73586.96155	76389.94365	77088.69842	80490.2968	65334.73193	67437.4984	70637.4875	74229.87459	82274.19801	86413.79644	93248.33305	101683.0097	108499.0922	109193.6636	114135.7676	122297.4097	124277.3404	124372.5402	130312.5138	136198.0576	139166.8771	148388.2073	5204.871029	5181.847053	5158.081948	5135.698786	5114.749724	5093.960672	5072.619963	5053.226767	5038.174866	5027.057559	5017.729682	5007.565153	4995.307323	4979.115639	4962.330597	4947.100812	4932.182143	4919.389752
Singapore	Singapore	Advanced Asia-Pacific	1	SGM01	126133.5346	124932.3775	130194.1377	135968.6749	148952.5623	160107.8542	174293.7241	190174.5441	193574.1427	192406.1389	221729.56	235530.933	244649.4234	256884.8144	266061.4265	271203.4355	276617.4811	285750.072	165154.9411	167171.5368	176921.9601	188511.0271	212205.5506	235488.8703	264216.2128	295970.8867	306990.6931	307671.9437	358665.0709	388800.887	411292.5365	438908.8697	462760.3435	476796.2112	492553.15	517890.7059	4027.887	4138.01175	4175.95	4114.826	4166.664	4265.762	4401.36525	4588.599	4839.396	4987.573	5076.732	5183.688	5312.43675	5399.162	5469.724	5535.00225	5607.283	5612.25275
St. Louis, MO-IL	United States	North America	1	USM23	125502.2052	126278.0118	127031.4699	130303.2407	132020.1512	133471.8009	132486.7365	133213.5899	135773.3821	132564.9872	134050.5193	133250.4988	134583.991	136174.3472	137833.481	139891.2835	139921.3098	142207.7102	101039.847	103649.2541	105959.5831	110818.2109	115836.6419	120887.8242	123928.5389	128484.5408	133247.6654	132564.9872	135767.1306	137449.2611	142181.7202	146335.816	151141.1036	156810.6422	159158.5277	164171.4086	2677.202125	2688.634938	2698.92975	2709.66275	2720.36425	2729.60375	2742.357	2754.2215	2766.21625	2777.89175	2788.3205	2793.30675	2796.5265	2799.83875	2804.196	2807.59675	2808.01475	2817.191
Stockholm	Sweden	Western Europe	1	SEM01	117166.3688	119612.1594	122111.9946	124655.3696	130534.9981	136019.817	142601.687	150005.2096	150212.2812	149845.2326	155232.4962	163276.5947	165291.9804	168284.2755	175449.3352	184124.7434	190780.191	197227.3329	83865.95308	87127.11113	90395.88415	93862.34204	102161.5198	109706.9385	116856.5866	125409.9341	127998.2005	128715.5988	134452.4283	143648.7618	147571.0543	152452.3561	161322.8363	170417.7941	178514.5489	186859.3238	2169.656909	2189.745483	2205.716271	2218.855859	2232.561136	2249.267288	2273.157965	2306.246171	2342.054785	2381.679167	2422.732639	2462.230361	2501.960467	2541.317436	2580.799783	2620.662025	2656.958145	2689.921779
Stuttgart	Germany	Western Europe	1	DEM05	160130.2613	168689.9316	166747.3817	167267.3967	164521.5482	161506.2664	174175.9821	182659.6074	178478.4911	158666.7651	175820.8243	184707.0508	185971.956	187321.4964	191903.7888	201269.9272	206895.4548	213519.2344	118984.9276	128182.5555	128987.0484	132017.5148	133307.5391	134801.7042	149318.0594	160785.2387	159862.1636	144376.0151	161499.395	172211.9336	176826.4742	180550.7409	188041.2315	199689.1246	207596.5321	217549.5577	2981.680806	3002.310367	3023.580583	3037.8985	3045.763697	3050.904045	3053.172986	3054.108833	3056.079786	3057.102563	3054.769864	3062.997606	3081.393637	3104.381673	3129.79822	3169.074666	3211.924134	3241.480438
Suqian, Jiangsu	China	Emerging Asia-Pacific	1	CNM97	3930.186068	4362.506535	4851.107267	5438.091246	6188.547838	7098.26437	8163.004026	9411.943642	10663.73215	12103.33599	13761.49302	15522.96412	17540.94946	19665.15844	21788.99555	23967.8951	26014.10937	27942.49097	7418.394144	8263.33593	9230.039028	10332.89158	11976.58168	13317.45491	15955.10152	18126.73387	20681.32013	26307.13121	32041.59032	37504.06039	42987.92379	47923.4537	54737.78219	59669.49996	65028.76292	71047.4141	5048.601558	5034.086982	4988.92036	4942.483043	4896.44604	4859.871767	4843.585434	4825.842167	4792.778115	4755.493322	4721.125343	4761.984252	4798	4819.1	4835.839426	4846.423316	4865.172296	4887.333538
Surabaya	Indonesia	Emerging Asia-Pacific	1	IDM02	17828.9209	18533.2683	19601.56956	21222.19063	22959.8051	24665.21785	26203.86801	28105.0095	30170.19882	31531.73776	33961.84577	36363.82514	38831.11725	41482.63943	44130.68989	46650.0876	49220.41486	52141.31125	52685.75458	56166.92558	64052.64973	68769.67972	75168.66712	79984.31919	85846.4064	93019.51218	96299.0352	101412.1079	109299.1812	118085.4659	128490.7558	138379.4632	148314.1291	158825.2806	170325.7269	183070.5934	5610.775957	5648.051861	5686.027686	5724.700265	5764.082457	5804.243476	5845.44731	5887.585847	5930.15702	5972.643064	6014.731515	6048.948247	6082.763825	6115.791347	6147.636163	6177.983355	6206.893254	6234.60335
Surat	India	Emerging Asia-Pacific	1	INM10	2303.405132	2486.360958	2933.877151	3455.845599	4182.742782	5091.849107	5809.961162	6693.231905	7633.182814	8676.896082	9855.045672	10717.98649	12637.17747	13909.76776	15530.83915	17803.3919	19790.12168	21266.62191	8117.610098	9246.479084	10950.3916	13350.9798	16161.14455	20171.06987	23386.30515	27063.45607	29467.81439	33457.14046	37073.37385	41027.59194	48986.58136	53195.54841	59479.95664	65770.48706	73015.17986	79638.50157	2660.700023	2820.373	2961.208282	3109.076635	3264.54811	3427.333387	3598.476392	3778.166573	3967.095887	4164.91221	4372.886357	4591.246	4821.417303	5063.127413	5316.955534	5565.50973	5814.117118	6057.522488
Suzhou, Jiangsu	China	Emerging Asia-Pacific	1	CNM15	32919.28622	36968.35842	42143.9286	49729.83575	58482.28684	67430.07673	77881.73862	90342.8168	101635.6689	113323.7708	128395.8323	143803.3322	158327.4688	171563.6452	185803.4277	199738.6848	215351.3651	229438.0489	60135.80988	68822.85443	82322.92803	100316.312	118952.5883	142599.1407	169307.8159	190641.7962	211552.8086	246314.1824	277898.4422	304301.2841	339220.8494	365604.2694	390144.6646	423097.8097	460091.7397	500742.1455	6774.828314	7141.694842	7471.058177	7802.197335	8137.732596	8493.766699	8892.854131	9298.884549	9683.876514	10067.34857	10464.20622	10512.13477	10549.1	10578.7	10604	10616	10643.76445	10679.27755
Sydney	Australia	Advanced Asia-Pacific	1	AUM01	187896.6349	192051.5176	197519.1475	198641.6229	205457.6051	208501.4948	211457.4371	216388.6917	220388.8838	222918.2612	228108.1285	232936.25	242978.6715	247436.982	253255.1971	262578.5471	270778.1764	281347.5451	138820.1051	144039.5634	149655.5251	156244.5215	165517.9532	171748.8794	178550.3726	187268.0278	190076.8125	201383.2146	202933.7648	208588.7689	225508.1442	233470.8412	244874.9447	258891.0749	268766.1791	282652.2867	4061.772331	4111.856572	4139.514053	4165.548428	4189.739015	4223.571408	4267.30947	4336.528023	4421.157279	4500.873808	4562.393786	4619.497775	4690.872523	4772.695084	4860.337415	4950.466298	5044.142987	5145.399851
Taian, Shandong	China	Emerging Asia-Pacific	1	CNM69	7122.353041	7991.280112	9102.068048	10567.501	12300.57117	14416.26941	16794.95386	19498.94143	22111.79958	25119.00433	28560.30792	31839.03127	35242.62371	38615.3428	42245.18503	45667.04501	49241.95343	52972.34056	14011.39954	15841.4275	18404.12732	21483.09683	25069.37818	30301.62255	35764.3264	41002.66577	47773.67586	54597.25677	61779.63333	65429.2993	71937.26259	78381.20754	85116.91533	91354.74445	97891.13731	107200.7107	5313.566179	5346.982781	5357.512672	5369.069803	5387.513484	5413.374025	5434.914925	5454.496865	5469.362744	5485.693608	5499.138454	5522.749865	5545.282238	5568.294279	5613.428572	5666.259861	5722.868397	5747.778478
Taichung	Taiwan	Advanced Asia-Pacific	1	TWM03	32483.93757	32433.14901	33749.01728	35728.54889	38725.65037	40849.51355	43099.66479	45630.3053	46747.60638	47427.26712	52003.26765	54568.71176	54582.15627	55492.04992	58334.79776	59438.40315	60592.23768	62199.50554	54493.66567	55519.7598	58879.51817	63489.8466	70657.65673	76900.46592	83584.13489	90608.41094	94697.74632	96602.54803	106996.3271	114489.3045	116450.0627	120543.5485	128841.9476	132525.3269	136857.3312	143201.5773	2459.152103	2487.912451	2511.231342	2534.102316	2553.094832	2571.863252	2593.122259	2613.862834	2631.768751	2644.229635	2658.922584	2674.821959	2695.367271	2714.635475	2733.610299	2758.965208	2778.982204	2788.375992
Tainan	Taiwan	Advanced Asia-Pacific	1	TWM05	22228.82648	21849.58299	23570.71595	24733.04854	26419.93743	28019.02667	29530.45211	31728.53372	32275.56966	32417.89613	35669.13636	35822.44644	36877.02991	37782.64988	39422.22493	39808.1349	40902.41425	42098.64829	37553.87288	37577.75637	41193.92175	44332.20706	48575.48001	53184.53394	57374.06083	63234.5802	65182.52125	66030.60978	73384.71791	74996.42321	78375.71221	81972.07609	87188.11595	89177.22666	93179.62465	97591.17443	1841.628629	1849.688641	1854.684942	1859.645398	1864.068444	1867.014654	1870.546008	1875.132038	1878.498772	1881.431633	1881.225435	1884.306084	1888.98565	1892.251931	1893.827437	1895.51695	1894.036671	1893.013473
Taipei	Taiwan	Advanced Asia-Pacific	1	TWM01	97071.11979	96380.59805	101208.2412	104390.2145	110585.6619	115870.9982	121979.8287	130138.603	130338.5121	127145.0629	138848.2613	145259.7163	149608.5951	154157.7725	160258.4981	159611.3939	160528.7555	164293.7851	162621.9288	165625.5408	175967.043	184720.4413	200227.5565	216738.2986	235283.6276	257955.7374	263957.1494	258976.2766	286265.1813	306295.8687	322066.1962	335631.8977	353746.0254	354460.0894	359851.5186	375184.8929	6600.256253	6640.209717	6682.033022	6707.398537	6735.473112	6759.611122	6803.861131	6836.168481	6865.711147	6891.473219	6927.639364	6974.536664	7016.952067	7050.054409	7077.877071	7084.845963	7076.917078	7087.929408
Taiyuan, Shanxi	China	Emerging Asia-Pacific	1	CNM34	8211.452249	9057.231831	10252.78643	11841.96833	13701.15736	15715.22749	17522.47865	20396.16515	22048.25453	22621.50914	25109.87515	27595.75279	30493.30683	31831.963	32882.41778	35808.95296	37361.97648	39544.11826	15762.60374	17508.67897	19843.88542	23386.24849	27680.22159	31610.34028	35591.61229	41970.51119	46350.40449	49168.84153	53540.16077	59063.86222	65283.5862	67769.49939	71768.08307	75920.09574	79351.99198	85537.03538	3334.62207	3431.126108	3515.782234	3600.085777	3686.39483	3772.838177	3859.575136	3945.80135	4033.167539	4120.083912	4205.003784	4229.921505	4252.956359	4277.687761	4298.900118	4340.440732	4365.269587	4388.225786
Taizhou, Jiangsu	China	Emerging Asia-Pacific	1	CNM61	7629.412125	8468.647459	9434.073269	10698.23909	12270.88023	14111.51227	16270.57364	18825.05371	21366.43596	24315.00412	27597.52968	30936.83077	34803.93461	38736.77922	42920.35138	47298.22722	51070.77545	54557.95208	14156.76297	15737.33585	17822.35928	20383.88646	23861.94488	29131.7871	35215.60543	40199.92241	44023.53891	52849.72708	61684.48026	68788.34652	76305.45001	84454.10876	95579.82776	103567.8263	112457.0331	122477.4388	4773.491565	4774.457164	4746.579014	4717.631763	4689.209732	4670.031373	4670.637235	4670.20387	4655.266367	4636.49568	4620.842979	4627.780263	4629.8	4634	4638.6	4641.6	4654.630822	4671.270821
Taizhou, Zhejiang	China	Emerging Asia-Pacific	1	CNM60	10118.67961	11322.80248	12896.67202	14818.27615	16833.56171	19173.42679	21934.40025	25114.88828	27525.91756	29871.12573	33814.11433	36519.24348	39112.10977	42366.2373	45543.7051	48476.7197	51999.50103	55232.23121	22714.27704	25198.28062	29234.22484	33641.0043	38103.7742	44609.29535	51688.50249	57875.15343	62047.43333	64926.20092	73057.37941	78209.57956	82225.06983	88557.85308	96038.2748	104107.2006	113038.3178	122286.3996	5251.160574	5279.962918	5326.900012	5372.979807	5427.359015	5543.474946	5645.654611	5745.768012	5823.32642	5900.999454	5973.028269	5999	6005	6037.89018	6015	6049	6106.66273	6141.784791
Tampa-St. Petersburg-Clearwater, FL	United States	North America	1	USM24	92978.66462	93553.9423	98150.50064	102319.2201	107933.7651	113858.9615	118254.4498	119524.073	115820.0843	111177.6533	110033.4413	109935.2032	112558.3103	118079.4164	117962.7429	121683.0048	125947.4042	129715.2741	75014.9882	77810.64584	83043.76566	88231.69154	95728.16367	103905.9917	111157.8184	115470.1863	113465.4271	111177.6533	111133.1578	112544.9107	117709.0786	125713.993	128157.6222	135434.1659	142448.5851	148961.3312	2399.967875	2439.229	2481.939813	2525.3705	2580.86175	2642.638	2692.546	2723.009	2744.25325	2762.31425	2786.65925	2822.38275	2845.59075	2870.14075	2910.974	2964.52175	3024.05325	3076.246331
Tangshan, Hebei	China	Emerging Asia-Pacific	1	CNM26	18491.64328	20359.29925	22456.30707	25442.99591	29234.00231	33648.33665	38560.99381	44345.14288	50154.35659	55821.79889	63134.45454	70521.18572	77855.38904	81304.38277	85450.90629	90236.15705	96110.7216	102002.4466	36714.58815	40487.03413	44787.23437	52401.61978	61352.14309	75991.26987	87865.95136	98376.15984	112434.3339	121331.1263	134574.1373	154534.9125	165555.0374	171924.7266	176480.2778	182631.337	196636.0122	212957.1057	7027.870661	7083.686021	7132.253984	7179.661794	7233.127137	7288.634341	7349.814908	7409.437436	7469.439251	7529.543065	7585.914054	7627.316568	7668.709276	7708	7768.2	7801.2	7848.337985	7889.153772
Taoyuan	Taiwan	Advanced Asia-Pacific	1	TWM04	21465.64311	21425.43286	23247.1954	24657.37047	26854.72687	28765.21786	31055.3794	33267.21248	33631.7523	32771.03069	38639.07525	40437.21624	41808.70735	43048.70352	44946.86505	46265.63367	47609.53023	49217.13624	37147.25394	37819.30548	41818.26517	45215.88338	50222.34335	54780.58603	60871.77237	66764.63521	68012.28724	66749.89428	79425.01841	84275.27634	88432.12719	92729.01978	98678.66916	102973.7722	107353.4661	112897.0216	1731.950816	1764.341938	1794.558426	1825.200415	1856.49231	1884.450913	1915.070912	1940.215046	1964.431086	1985.139778	2010.000136	2021.184714	2038.081038	2053.83923	2068.752928	2116.921182	2156.877362	2164.509793
Tehran	Iran	Middle East and Africa	1	IRM01	44877.62507	46444.71055	49656.32042	53486.85503	56742.81677	58069.00114	60666.62412	67364.4085	70037.43202	71656.46098	77071.68506	80629.75042	74466.74128	73744.0764	76667.30144	75753.06194	83868.25715	87236.97606	112430.886	115571.665	124594.6963	137795.2432	147577.2737	159814.4946	171796.429	192226.8853	202416.5995	207930.8102	227019.4159	243568.9478	225924.6515	225574.3021	235598.6686	235168.4309	261873.3871	257894.1222	6890.6218	6923.566	6956.5102	6989.4544	7022.3986	7055.3428	7088.287	7301.4398	7514.5926	7727.7454	7940.8982	8154.051	8227.553236	8301.718342	8376.55133	8456.037438	8539.648175	8628.403416
Tel Aviv	Israel	Middle East and Africa	1	ILM01	85361.60461	85378.76388	86504.64254	85923.5598	92174.95341	97808.06198	100482.187	107507.9598	110467.2788	110517.1115	116911.7575	126242.3764	129711.0512	132489.0867	137245.0774	141621.2178	147139.724	152053.4582	69580.10628	71346.58115	73428.01101	74250.52329	81979.3807	89691.9577	95101.48322	104351.3188	109133.9331	110023.6385	118399.2156	130276.5222	136388.0099	141468.7911	148923.7592	155609.3615	163750.1331	173956.9278	2785.749	2843.928	2889.762	2933.3	2987.2	3040.4	3098.4	3154.1	3206.4	3297.8	3350.4	3401.7	3464.1	3527.380974	3591.818382	3641.118206	3694.524078	3750.808927
Tianjin	China	Emerging Asia-Pacific	1	CNM05	32052.0205	35898.26297	40457.34236	46445.02903	53783.34362	61689.49513	70572.78243	81511.56371	94960.97172	110629.5321	129879.0706	151179.2226	172041.957	193547.2016	212901.9638	232701.7887	253644.9595	272604.9668	63200.37991	71385.48661	80742.44255	96180.70068	111491.1292	138924.1377	157446.988	176443.7157	213067.2522	240458.1364	279083.5062	322890.3547	366321.3376	405968.3307	445885.228	473452.9544	512442.0226	561602.8175	10010	10040.6	10070	10110	10240	10425.3	10750	11150	11760	12281.6	12992.9	13545.8	14131.5	14722.1	15168.1	15469.5	15621.2	16041.88601
Tokyo	Japan	Advanced Asia-Pacific	1	JPM01	1696303.871	1712218.313	1711558.247	1743920.463	1790722.414	1825489.8	1845128.282	1867827.418	1855715.263	1761731.003	1825216.729	1823587.303	1847612.593	1886131.376	1885537.62	1912993.349	1931346.404	1961053.994	1107971.556	1143711.875	1161303.948	1209368.068	1281399.175	1354224.183	1416238.786	1477285.564	1503289.039	1432548.155	1503922.784	1539486.471	1585335.875	1639481.996	1667684.937	1698701.684	1739789.271	1800308.167	34801.86001	35017.9834	35235.15569	35464.88875	35655.89683	35841.83971	36063.62389	36314.52053	36553.18215	36736.43896	36944.96104	37054.99212	37130.63812	37242.68386	37382.59434	37536.4293	37673.42889	37738.17531
Torino	Italy	Western Europe	1	ITM05	97031.66374	97037.28156	96066.95488	95722.4176	96429.96319	97993.52982	99819.86347	100530.1763	100676.0795	91749.23002	95158.80071	97209.71479	92209.68865	92831.78739	91595.92494	92422.96719	93486.75302	94858.0005	73641.62164	75173.06679	75663.96631	76683.85843	79453.31477	83242.91608	87253.87654	90275.08142	91911.70855	84482.16831	88536.86369	91889.54142	88851.46502	90792.58175	91217.41195	92946.1176	95147.18184	98258.23401	2201.799683	2197.798521	2197.761949	2207.951211	2222.437997	2232.272398	2239.807182	2258.590097	2280.097371	2292.446003	2297.846369	2300.513311	2309.453869	2322.220907	2323.460199	2315.785621	2311.427645	2313.014507
Toronto	Canada	North America	1	CAM01	203603.6079	210639.7824	218688.3998	217272.773	225437.9323	233923.5691	239162.7027	245548.9328	246709.8602	241657.848	248286.0404	255920.2273	257103.5012	268373.7533	275702.4847	284702.9341	294473.9003	305202.0974	161870.2999	170567.9736	182476.2518	182539.1945	191910.7512	202231.8002	212046.0283	221780.1205	222787.1974	228238.8324	235488.5044	244431.1314	250639.2451	264045.1427	274218.0502	293463.4733	310038.53	323550.8611	4746.315048	4866.892827	4986.258563	5074.4855	5156.454313	5238.465313	5323.812938	5407.98475	5493.9905	5580.660563	5670.24975	5759.489125	5856.946	5954.373313	6042.785438	6118.387063	6230.214781	6350.730721
Urban Honolulu, HI	United States	North America	1	USM35	39365.87947	39504.77279	40650.99779	42755.44431	45542.74216	47453.46767	49417.89527	50025.73214	50717.58744	49000.34067	51485.90635	51734.63819	52505.30538	53534.18455	54030.92576	55845.91566	57153.8884	58264.67093	30596.73703	31781.49694	33550.05029	36231.16489	39785.38827	42871.6625	46229.37148	48457.58431	49802.8747	49000.34067	52174.58565	53343.89969	55269.19141	57316.68728	59186.03301	62833.27268	65312.53477	67779.23264	877.4388125	882.08875	889.26575	894.44675	906.067375	916.8198	925.207875	926.1601	932.70885	942.21805	954.481875	965.0145	974.654675	983.317075	988.14925	992.272175	993.084	997.817225
Urumqi, Xinjiang	China	Emerging Asia-Pacific	1	CNM44	5565.299407	6094.00285	6721.685144	7575.339157	8522.256552	9706.850213	11065.80924	12725.68063	14634.53272	16024.81333	17995.86537	20749.23277	24338.85004	26753.26397	29562.35668	32666.40414	35570.70585	38199.26849	10398.59414	11741.69741	13265.36261	15302.56186	17424.53548	20084.99307	23156.55908	27432.12136	32211.77571	34830.63408	40304.85115	47987.24073	56608.21799	61870.73556	69786.86607	75302.87991	82469.65419	89994.81524	2102.499198	2190.835325	2279.94344	2370.280777	2462.667851	2580.013473	2690.13838	2809.994623	2919.361409	3019.885527	3117.436325	3198.505319	3306.896616	3372.316216	3423.625706	3422.72779	3493.480852	3534.964887
Valencia-Sagunto	Spain	Western Europe	1	ESM03	46142.84313	48388.62454	49994.80319	51118.11504	52441.02809	53493.17273	55786.6947	58654.04985	59589.44526	56210.22745	56060.86179	55185.55548	53125.07481	52221.29336	53114.17828	55124.70411	56987.95827	58948.14363	36939.05525	39617.80331	41546.89275	43389.2463	45777.01979	48209.26293	52011.54083	56203.94993	58265.20482	55447.93059	55959.27196	56349.30346	55023.90076	54908.94158	56987.27427	59749.92925	62517.98492	65875.92011	1605.000274	1614.224406	1636.281722	1671.895983	1707.737175	1744.198615	1778.841789	1817.84338	1851.855738	1862.637341	1866.425134	1868.685595	1863.566838	1850.833489	1844.942483	1840.13144	1836.080423	1832.170311
Vancouver	Canada	North America	1	CAM03	76322.1495	76524.80687	79372.3719	82680.95414	85401.92276	87394.4954	90766.38953	93401.67953	95663.72091	93702.1099	95114.17665	100078.2254	103403.1088	105263.3379	111539.7095	115343.7894	120108.7187	123883.9169	60258.03968	61159.7813	64062.31399	67118.12521	71446.48814	74645.59404	81078.38595	85152.10863	87432.0094	88498.92659	89569.11913	94970.10628	99290.12564	102466.5971	110071.0961	117563.3937	125019.1735	129796.3328	2038.116481	2069.774316	2094.816188	2113.408688	2131.533375	2156.046125	2185.081875	2214.900563	2250.445125	2295.316125	2338.105313	2370.056688	2406.21125	2440.491875	2476.448188	2505.21675	2544.176414	2582.3407
Venezia-Padova	Italy	Western Europe	1	ITM03	65891.50638	65925.56938	65104.68496	66623.4375	68557.43022	69838.27812	71425.2878	72217.79508	70354.45577	65565.77309	67431.22833	68790.90323	66139.23896	65178.12175	65728.21491	66133.38324	66969.16034	68096.77843	49503.80511	50940.22674	51141.44998	53263.37807	56365.44748	59055.99334	62025.61299	64505.49841	63895.79334	60372.59033	62778.7716	65409.74316	64199.44233	64189.07484	65994.84842	67076.67484	68775.9116	71241.50431	1495.577584	1501.052753	1507.441131	1520.368025	1537.06076	1550.891945	1561.323136	1576.389205	1594.643971	1607.372008	1613.871508	1617.450914	1621.906794	1630.183535	1636.283172	1634.42952	1634.153927	1638.004834
Virginia Beach-Norfolk-Newport News, VA-NC	United States	North America	1	USM50	69051.89892	69247.91264	69019.18905	71755.17093	74665.49829	78188.08108	82361.16686	83761.79186	82821.45234	82470.7827	81160.24794	81406.3348	80786.61099	80325.13945	80132.56039	82181.28005	81607.2514	81965.67486	54516.71721	56160.68263	57558.01693	61479.83359	65636.85487	70885.96422	77003.14664	81038.97722	81144.81042	82470.7827	82104.41126	83350.29219	84483.29601	85414.09359	87163.10956	91865.89973	92872.63996	94946.51296	1582.259813	1592.790313	1606.075938	1616.484	1638.11825	1648.86775	1662.4805	1663.90975	1663.09175	1668.0545	1678.24125	1686.29175	1696.60075	1705.5015	1715.54675	1722.50525	1726.93325	1735.6915
Warszawa	Poland	Eastern Europe and Central Asia	1	PLM01	46027.34688	46406.50715	47040.75995	48803.97941	50625.24597	53626.38498	58192.83743	63874.3677	65412.13793	68917.98431	72008.12573	75031.96233	76900.2669	79493.23321	82362.54138	85497.27114	90419.47272	94402.73978	67033.61366	69401.41704	72064.18124	76057.02352	80865.6394	88918.8541	98615.00394	109544.4748	114134.8039	120707.3425	128723.1518	136875.4075	143581.8121	150292.2304	158327.0932	165070.3534	175736.5724	187217.8746	2711.479644	2713.870755	2718.070176	2724.497212	2733.386503	2744.014122	2755.624453	2768.898943	2780.620164	2794.204695	2813.066013	2832.970144	2851.624306	2871.71005	2891.225276	2909.032803	2924.811948	2940.960954
Washington-Arlington-Alexandria, DC-VA-MD-WV	United States	North America	1	USM25	326757.7206	329903.2125	340144.3477	354023.2158	374730.4554	390098.5051	396448.5563	402374.8457	409967.7636	410672.7942	426598.7101	433328.758	435462.2349	432576.7077	435635.1761	445336.2014	451835.0102	459563.4223	260192.3054	270728.9056	285955.2308	304705.9912	331372.4569	355346.5523	372609.0957	389903.5206	402885.5626	410672.7942	431277.8752	443998.5148	454232.4846	459272.4742	471656.4805	493840.7822	509613.7758	527888.2695	4851.371313	4955.637063	5044.101938	5116.4345	5190.37	5262.589	5313.769	5367.28825	5437.9755	5536.04025	5651.291	5762.23725	5858.39825	5944.79525	6012.4315	6070.996	6127.0875	6205.0665
Weifang, Shandong	China	Emerging Asia-Pacific	1	CNM54	11672.15325	12979.43442	14601.86372	16792.14328	19630.01549	22986.74814	26779.56159	31010.73232	35104.14898	39632.5842	44903.7179	49843.12687	55126.49832	60738.37585	66265.56805	71765.6102	77007.51133	82478.76836	26415.9237	29694.07385	33441.51775	38252.3686	44475.89838	52102.84845	60442.55002	68755.16575	78663.84243	86143.1587	93072.94717	100568.1134	113326.3044	124162.7713	135691.5335	144752.5666	154114.3433	168116.0673	8461.754667	8546.782369	8595.698353	8646.606911	8709.001767	8783.873146	8852.246182	8917.905673	8976.294978	9037.513162	9094.396569	9138.865728	9181.603939	9225.190522	9300.431206	9385.628121	9474.282365	9510.522954
Weihai, Shandong	China	Emerging Asia-Pacific	1	CNM74	7468.308229	8364.505217	9577.358473	11291.70564	13222.5873	15523.31749	17991.52498	20744.2283	23252.2055	26063.39714	29381.2676	32525.06323	35582.41918	38806.18635	42613.07324	46235.18446	49579.22917	53038.32445	20737.61707	23220.87216	26288.95705	31050.86445	36001.3406	41429.58195	48076.54692	52959.49121	56209.43179	56649.93595	58564.30285	59938.97494	66030.07005	71612.59935	79118.82907	84475.70024	90071.04701	98196.40412	2586.499219	2615.076123	2632.642013	2650.845975	2672.603193	2698.228195	2721.897799	2744.77097	2765.441386	2787.016825	2807.288488	2807.132084	2806.304221	2805.597118	2825.371068	2838.0872	2866.35715	2878.741173
Wenzhou, Zhejiang	China	Emerging Asia-Pacific	1	CNM45	12893.53389	14479.43856	16376.24501	18799.92927	21450.7193	24239.31281	27487.38073	31429.07112	34100.54217	36999.08825	41105.98705	45015.16642	48026.68105	52406.71436	56179.9978	60837.31961	65295.80643	69271.04406	30617.11071	34513.77283	39644.34298	45550.91236	50051.14185	56542.53826	64551.60111	72203.59771	76539.98562	80419.13984	88078.01347	97076.74869	103631.6171	112455.121	121998.7951	131972.9181	143254.3567	154947.5143	7700.538582	7774.761758	7876.293967	7977.273654	8091.341179	8298.651379	8486.605372	8672.870851	8826.364349	8981.17307	9128.505937	9143	9156	9196.832724	9068	9117	9195.484302	9239.176268
